Ticker,Weight
MSFT,0.13309041146651887
AAPL,0.1264538337393769
GOOGL,0.12306387100653841
AMZN,0.11445878102413996
NVDA,0.11391789522613024
JPM,0.0919525359710184
TSLA,0.08628883756685904
WMT,0.07300040468919382
JNJ,0.07125747821748224
XOM,0.06651595109274208
