Ticker,Weight
AAPL,0.0027999969372654436
MSFT,0.028449112130382006
AMZN,0.04728467267102548
JPM,0.2145326269141637
GS,0.04895705070381546
XOM,0.1359889223202076
JNJ,0.019079611446959747
NVDA,0.1623400454047224
WMT,0.23741368316527756
UNH,0.10315427830618062
