Date,AAPL,AMZN,GS,JNJ,JPM,MSFT,NVDA,UNH,WMT,XOM
2019-01-02,37.617855072021484,76.95649719238281,147.66766357421875,106.38432312011719,82.01351928710938,94.94552612304688,3.377544641494751,219.96705627441406,28.14715576171875,51.24787139892578
2019-01-03,33.87083435058594,75.01399993896484,145.50453186035156,104.6938247680664,80.84795379638672,91.45264434814453,3.1734838485717773,213.96853637695312,28.002412796020508,50.46101760864258
2019-01-04,35.31675720214844,78.76950073242188,150.25997924804688,106.45091247558594,83.82843017578125,95.7060546875,3.3768012523651123,216.47093200683594,28.177318572998047,52.32150650024414
2019-01-07,35.2381477355957,81.47550201416016,151.0926055908203,105.76808166503906,83.88672637939453,95.8281021118164,3.5555717945098877,216.886474609375,28.509023666381836,52.59358215332031
2019-01-08,35.90990447998047,82.8290023803711,150.53466796875,108.22470092773438,83.72856140136719,96.52291107177734,3.4670536518096924,219.78640747070312,28.708053588867188,52.97597885131836
2019-01-09,36.519718170166016,82.97100067138672,151.47886657714844,107.3669662475586,83.5870132446289,97.90318298339844,3.5352396965026855,220.10256958007812,28.614572525024414,53.25541687011719
2019-01-10,36.636436462402344,82.81099700927734,151.07546997070312,108.01652526855469,83.57868957519531,97.27409362792969,3.600945472717285,221.21372985839844,28.635677337646484,52.98333740234375
2019-01-11,36.27674102783203,82.02799987792969,151.87374877929688,108.04985046386719,83.1790542602539,96.52291107177734,3.6902074813842773,223.7432403564453,28.5994930267334,52.74066925048828
2019-01-14,35.73123550415039,80.8604965209961,153.41026306152344,106.82566833496094,84.03659057617188,95.81871795654297,3.730125904083252,224.09556579589844,28.632661819458008,52.67447280883789
2019-01-15,36.46254348754883,83.72799682617188,154.43174743652344,107.72504425048828,84.65264892578125,98.59797668457031,3.715993642807007,232.05442810058594,29.024688720703125,52.70389175415039
2019-01-16,36.90800094604492,84.18900299072266,169.17019653320312,106.62580871582031,85.33533477783203,98.94538879394531,3.6904547214508057,236.20098876953125,29.054841995239258,52.68184280395508
2019-01-17,37.127140045166016,84.66100311279297,170.89553833007812,107.50019836425781,85.68498992919922,99.64019012451172,3.7618629932403564,234.67425537109375,29.172443389892578,53.04216003417969
2019-01-18,37.35581970214844,84.80999755859375,173.85691833496094,108.83261108398438,87.07537078857422,101.13311004638672,3.8910443782806396,239.85076904296875,29.47098159790039,53.674583435058594
2019-01-22,36.517337799072266,81.6084976196289,169.6852264404297,107.25870513916016,85.70166778564453,99.22703552246094,3.6887192726135254,240.02232360839844,29.398611068725586,52.86568832397461
2019-01-23,36.66501235961914,82.0009994506836,169.0156707763672,107.25870513916016,85.4852066040039,100.19417572021484,3.7016119956970215,241.2239227294922,29.766508102416992,52.43180847167969
2019-01-24,36.3744010925293,82.74649810791016,169.78823852539062,105.78472900390625,85.53515625,99.71533966064453,3.9136078357696533,240.41989135742188,29.660961151123047,52.50534439086914
2019-01-25,37.57973098754883,83.52850341796875,172.31190490722656,106.7840347290039,86.07630157470703,100.6260986328125,3.970884084701538,242.15440368652344,29.232755661010742,52.74066925048828
2019-01-28,37.231956481933594,81.89450073242188,171.43629455566406,107.41693878173828,86.48424530029297,98.6637191772461,3.4219272136688232,240.99807739257812,29.268938064575195,52.3876953125
2019-01-29,36.84605026245117,79.69400024414062,172.10585021972656,108.53280639648438,86.72567749023438,96.65437316894531,3.2629923820495605,241.5129852294922,29.16340446472168,52.58623123168945
2019-01-30,39.36391830444336,83.52149963378906,173.805419921875,109.62370300292969,86.92549896240234,99.88433837890625,3.406554698944092,244.25018310546875,28.587430953979492,53.159828186035156
2019-01-31,39.64738464355469,85.9365005493164,169.9684295654297,110.82289123535156,86.1678695678711,98.05341339111328,3.564249038696289,244.09671020507812,28.898027420043945,53.88784408569336
2019-02-01,39.66644287109375,81.3115005493164,168.70663452148438,111.75558471679688,86.48424530029297,96.50415802001953,3.588548421859741,242.7596435546875,28.303964614868164,55.829219818115234
2019-02-04,40.79315948486328,81.66549682617188,169.71951293945312,110.65633392333984,86.79227447509766,99.28340911865234,3.698885440826416,242.2988739013672,28.578378677368164,55.020301818847656
2019-02-05,41.491111755371094,82.94049835205078,169.9684295654297,110.65633392333984,86.40931701660156,100.67304992675781,3.717977285385132,240.58245849609375,28.828672409057617,55.58653259277344
2019-02-06,41.505409240722656,82.01300048828125,168.7753143310547,110.75627899169922,86.3676986694336,99.55569458007812,3.7936010360717773,243.4643096923828,28.84073257446289,55.343875885009766
2019-02-07,40.719322204589844,80.71849822998047,165.7280731201172,109.96514892578125,85.23543548583984,98.84209442138672,3.6552462577819824,243.01260375976562,29.1694278717041,54.917354583740234
2019-02-08,40.76716995239258,79.41100311279297,164.5263214111328,110.25660705566406,84.38623809814453,99.21768188476562,3.673841953277588,236.59854125976562,28.82263946533203,55.006591796875
2019-02-11,40.53273010253906,79.55000305175781,164.23451232910156,109.92354583740234,83.98662567138672,98.82331848144531,3.6311957836151123,232.2983856201172,29.00960922241211,55.09580993652344
2019-02-12,40.88200378417969,81.90049743652344,166.94700622558594,111.72229766845703,85.4185791015625,100.36319732666016,3.7482264041900635,238.04393005371094,29.241804122924805,56.062400817871094
2019-02-13,40.71214294433594,82.0,167.11863708496094,111.96376037597656,85.8265380859375,100.28807830810547,3.790626049041748,238.31497192382812,29.534311294555664,56.69438934326172
2019-02-14,40.8604621887207,81.13249969482422,165.26451110839844,111.84717559814453,85.26873779296875,100.37257385253906,3.8315367698669434,239.69715881347656,29.709218978881836,56.70927429199219
2019-02-15,40.76956558227539,80.39749908447266,170.38912963867188,113.57097625732422,87.87458801269531,101.61198425292969,3.901210308074951,244.93675231933594,30.15250587463379,57.779964447021484
2019-02-19,40.89156723022461,81.37899780273438,170.53497314453125,112.99641418457031,87.56654357910156,101.5650405883789,3.883854866027832,244.28639221191406,30.818937301635742,58.16659164428711
