Date,AAPL,AMZN,GS,JNJ,JPM,MSFT,NVDA,UNH,WMT,XOM
2019-01-03,-0.09960750591073486,-0.025241497784936007,-0.014648648603964531,-0.01589048369600532,-0.014211870199622778,-0.03678827131228557,-0.06041690475856021,-0.0272700830708833,-0.0051423656060872736,-0.015353882391683005
2019-01-04,0.04268931897561856,0.05006399867375011,0.03268246924610829,0.016783107422162713,0.03686520486221312,0.04650942976742667,0.06406757163262,0.011695157018199565,0.006246096657870792,0.03686982506042269
2019-01-07,-0.0022258404446020563,0.03435341415874271,0.005541238238819135,-0.006414513456645898,0.0006954228236295545,0.001275232008203897,0.05294079478902236,0.0019196231045282008,0.011772060301779685,0.005200072996271565
2019-01-08,0.01906333866993215,0.01661235994563981,-0.0036926864811722693,0.023226470822031775,-0.0018854589379493358,0.0072505762365011606,-0.0248956139310349,0.013370740921263335,0.006981295635179796,0.00727078632680489
2019-01-09,0.01698176865175216,0.0017143547179709895,0.006272300069738446,-0.007925498271864173,-0.001690559999708463,0.01429994077359198,0.019666855936135264,0.001438497098220859,-0.0032562661746954324,0.005274806145311617
2019-01-10,0.0031960348569086694,-0.0019284287379283116,-0.0026630553526082457,0.006049896385247555,-9.95808931374409e-05,-0.0064256271992242375,0.018585946599208203,0.005048374857414162,0.0007375547058623422,-0.005108953863547816
2019-01-11,-0.009817970012980015,-0.009455231305329326,0.005283973690424659,0.00030851941616938383,-0.004781545594608305,-0.00772232902036174,0.02478849217331658,0.011434690331680875,-0.0012636093948968918,-0.004580084301083143
2019-01-14,-0.01503733544485486,-0.014232985793521946,0.010117049816551482,-0.011329790126045847,0.010309522313572739,-0.007295605855802578,0.010817392490896083,0.0015746864079193568,0.0011597685558133453,-0.001255130861840148
2019-01-15,0.020466910060064736,0.035462313843586335,0.006658513939125088,0.008419099356413717,0.007330834644594164,0.02900538420152765,-0.0037886821087660394,0.03551548321101672,0.01369159820756538,0.0005585047888236883
2019-01-16,0.012216850934938517,0.005505997778829874,0.09543665302846938,-0.010204085246063754,0.00806455392375649,0.0035235216893589882,-0.0068727031881866685,0.017868914215021903,0.001038883649236988,-0.0004183552572960547
