Ticker,Weight
AAPL,0.10812088665152927
MSFT,0.0488660341492932
AMZN,0.12687057634186
JPM,0.0267785405568989
GS,0.027525346284084314
XOM,0.002975245343863268
JNJ,0.24055795022044085
NVDA,0.08312852519176356
WMT,0.31786803178733053
UNH,0.01730886347293608
